Symbol,Company Name,Industry,Market Cap
ATNX,Athenex,Drug Manufacturers - Specialty & Generic,3032124
ATO,Atmos Energy,Utilities - Regulated Gas,16841405652
ATOM,Atomera,Semiconductor Equipment & Materials,217511811
ATOS,Atossa Therapeutics,Biotechnology,92055648
ATR,AptarGroup,Medical Instruments & Supplies,7802943526
ATRA,Atara Biotherapeutics,Biotechnology,206721342
ATRC,AtriCure,Medical Instruments & Supplies,2281330667
ATRI,Atrion,Medical Instruments & Supplies,976021200
ATRO,Astronics,Aerospace & Defense,554982386
ATSG,Air Transport Services Group,Airlines,1209631020
ATTO,Atento,Specialty Business Services,11741857
ATUS,Altice USA,Telecom Services,1213966139
ATVI,Activision Blizzard,Electronic Gaming & Multimedia,61784233924
ATXG,Addentax Group,Integrated Freight & Logistics,32336718
ATXI,Avenue Therapeutics,Biotechnology,8435311
ATXS,Astria Therapeutics,Biotechnology,354413785
AU,AngloGold Ashanti,Gold,10146912092
AUB,Atlantic Union Bankshares,Banks - Regional,1859866080
AUBN,Auburn National Bancorporation,Banks - Regional,73157942
AUDC,AudioCodes,Communication Equipment,277964338
AUGX,Augmedix,Health Information Services,164735775
AUID,authID,Software - Infrastructure,13190843
AULT,Ault Alliance,Aerospace & Defense,22034538
AUMN,Golden Minerals Company,Other Precious Metals & Mining,31087874
AUPH,Aurinia Pharmaceuticals,Biotechnology,1521881760
AUR,Aurora Innovation,Information Technology Services,1676182180
AURA,Aura Biosciences,Biotechnology,465697232
AURC,Aurora Acquisition,Shell Companies,91788147
AUST,Austin Gold,Gold,14085361
AUTL,Autolus Therapeutics,Biotechnology,508840524
AUUD,Auddia,Software - Application,7206012
AUVI,Applied UV,"Furnishings, Fixtures & Appliances",8391310
AVA,Avista,Utilities - Diversified,3214645475
AVAC,Avalon Acquisition,Shell Companies,274878912
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,228606580
AVAL,Grupo Aval Acciones y Valores,Banks - Regional,2576159004
AVAV,AeroVironment,Aerospace & Defense,2691121280
AVB,AvalonBay Communities,REIT - Residential,25025905170
AVD,American Vanguard,Agricultural Inputs,519176515
AVDL,Avadel Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1094717384
AVDX,AvidXchange Holdings,Software - Infrastructure,1855515706
AVGO,Broadcom,Semiconductors,284446399000
AVGR,Avinger,Medical Instruments & Supplies,6411071
AVHI,Achari Ventures Holdings I,Shell Companies,37024719
AVID,Avid Technology,Electronic Gaming & Multimedia,895282081
AVIR,Atea Pharmaceuticals,Biotechnology,308577780
AVNS,Avanos Medical,Medical Devices,1051403004
AVNT,Avient,Specialty Chemicals,3547273719
AVNW,Aviat Networks,Communication Equipment,355462549
AVO,Mission Produce,Food Distribution,824040662
AVPT,AvePoint,Software - Infrastructure,1095889034
AVRO,AVROBIO,Biotechnology,34172841
AVT,Avnet,Electronics & Computer Distribution,3878076542
AVTA,Avantax,Asset Management,819997125
AVTE,Aerovate Therapeutics,Biotechnology,460733832
AVTR,Avantor,Specialty Chemicals,14143511930
AVTX,Avalo Therapeutics,Biotechnology,44881700
AVXL,Anavex Life Sciences,Biotechnology,763916227
AVY,Avery Dennison,Business Equipment & Supplies,13853417200
AWH,Aspira Women's Health,Diagnostics & Research,529758320
AWI,Armstrong World Industries,Building Products & Equipment,2955287950
AWIN,AERWINS Technologies,Scientific & Technical Instruments,25981546
AWK,American Water Works Company,Utilities - Regulated Water,27532393800
AWR,American States Water Company,Utilities - Regulated Water,3212509632
AWRE,Aware,Software - Application,34157139
AWX,Avalon Holdings,Waste Management,9982538
AX,Axos Financial,Banks - Regional,2333174322
AXDX,Accelerate Diagnostics,Medical Devices,74013790
AXGN,AxoGen,Medical Devices,397052640
AXL,American Axle & Manufacturing Holdings,Auto Parts,817969800
AXLA,Axcella Health,Biotechnology,32798037
AXNX,Axonics,Medical Devices,2535811621
AXON,Axon Enterprise,Aerospace & Defense,14545059371
AXP,American Express Company,Credit Services,113678714621
AXR,AMREP,Real Estate - Development,72675405
AXS,AXIS Capital Holdings,Insurance - Property & Casualty,4780566613
AXSM,Axsome Therapeutics,Biotechnology,3298926972
AXTA,Axalta Coating Systems,Specialty Chemicals,6787770875
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,148195460
AY,Atlantica Sustainable Infrastructure,Utilities - Renewable,2906148060
AYI,Acuity Brands,Electrical Equipment & Parts,5061335411
AYRO,"Ayro, Inc.",Auto Manufacturers,22671804
AYTU,Aytu BioPharma,Drug Manufacturers - Specialty & Generic,7292930
AYX,Alteryx,Software - Application,2712313335
AZ,A2Z Smart Technologies,Aerospace & Defense,54886365
AZEK,The AZEK Company,Building Products & Equipment,3690287400
AZN,AstraZeneca,Drug Manufacturers - General,231825813903
AZO,AutoZone,Specialty Retail,48812409686
AZPN,Aspen Technology,Software - Application,10968237846
AZRE,Azure Power Global,Utilities - Renewable,153987600
AZTA,Azenta,Medical Instruments & Supplies,2776097160
AZUL,Azul S.A.,Airlines,972468000
AZYO,Aziyo Biologics,Medical Devices,34816554
AZZ,AZZ Inc.,Metal Fabrication,905814864
B,Barnes Group,Specialty Industrial Machinery,2079585445
BA,The Boeing Company,Aerospace & Defense,123621547772
BABA,Alibaba Group Holding,Internet Retail,217298252687
BAC,Bank of America,Banks - Diversified,224012805151
BACA,Berenson Acquisition I,Shell Companies,96396730
BACK,IMAC Holdings,Medical Care Facilities,4728034
BAER,Bridger Aerospace Group Holdings,Security & Protection Services,235890880
BAFN,BayFirst Financial,Banks - Regional,57383200
BAH,Booz Allen Hamilton Holding,Consulting Services,12256694160
BAK,Braskem,Chemicals,3802351600
BALL,Ball Corporation,Packaging & Containers,17174320800
BALY,Bally's,Resorts & Casinos,710665340
BAM,Brookfield Asset Management,Asset Management,12867753600
BANC,Banc of California,Banks - Regional,622024920
BAND,Bandwidth,Software - Infrastructure,275060032
BANF,BancFirst,Banks - Regional,2677722861
BANL,CBL International,Oil & Gas Midstream,78000000
BANR,Banner,Banks - Regional,1564284376
BANX,ArrowMark Financial,Asset Management,116405453
BAOS,Baosheng Media Group Holdings,Advertising Agencies,10547046
BAP,Credicorp,Banks - Regional,10558019556
BARK,"BARK, Inc.",Specialty Retail,206097200
BASE,Couchbase,Software - Infrastructure,816941367
BATL,Battalion Oil,Oil & Gas E&P,88997205
BAX,Baxter International,Medical Instruments & Supplies,21746490812
BB,BlackBerry,Software - Infrastructure,3122261426
BBAI,BigBear.ai Holdings,Information Technology Services,315782480
BBAR,Banco BBVA Argentina,Banks - Regional,880261436
BBCP,Concrete Pumping Holdings,Engineering & Construction,402830700
BBD,Banco Bradesco,Banks - Regional,34321655450
BBDC,Barings BDC,Credit Services,847140600
BBDO,Banco Bradesco,Banks - Regional,32102119290
BBGI,Beasley Broadcast Group,Broadcasting,31935326
BBIG,Vinco Ventures,Leisure,27300000
BBIO,BridgeBio Pharma,Biotechnology,2202073610
BBLG,Bone Biologics,Medical Devices,2490402
BBLN,Babylon Holdings,Health Information Services,20908790
BBSI,Barrett Business Services,Staffing & Employment Services,567041184
BBU,Brookfield Business Partners L.P.,Conglomerates,1492260000
BBUC,Brookfield Business,Asset Management,1613766900
BBVA,Banco Bilbao Vizcaya Argentaria,Banks - Diversified,42028670362
BBW,Build-A-Bear Workshop,Specialty Retail,313950516
BBWI,Bath & Body Works,Specialty Retail,8478055826
BBY,Best Buy Co.,Specialty Retail,15378784380
BC,Brunswick,Recreational Vehicles,5402488480
BCAB,BioAtla,Biotechnology,159447788
BCAN,BYND Cannasoft Enterprises,Software - Infrastructure,105739326
BCBP,BCB Bancorp,Banks - Regional,178038966
BCC,Boise Cascade Company,Building Materials,3011200188
BCDA,BioCardia,Biotechnology,33765897
BCE,BCE Inc.,Telecom Services,42827790000
BCEL,Atreca,Biotechnology,45813220
BCH,Banco de Chile,Banks - Regional,10965395176
BCLI,Brainstorm Cell Therapeutics,Biotechnology,112314501
BCML,BayCom,Banks - Regional,195342525
BCO,The Brink's Company,Security & Protection Services,3126750690
BCOV,Brightcove,Software - Application,171858174
BCOW,1895 Bancorp of Wisconsin,Banks - Regional,42429789
BCPC,Balchem,Specialty Chemicals,4001713509
BCRX,BioCryst Pharmaceuticals,Biotechnology,1594611468
BCS,Barclays,Banks - Diversified,31060485033
BCSA,Blockchain Coinvestors Acquisition I,Shell Companies,156610640
BCSF,Bain Capital Specialty Finance,Asset Management,809611242
BCTX,BriaCell Therapeutics,Biotechnology,96677140
BCYC,Bicycle Therapeutics,Biotechnology,734864010
BDC,Belden,Communication Equipment,3641480348
BDL,Flanigan's Enterprises,Restaurants,53900850
BDN,Brandywine Realty Trust,REIT - Office,627489779
BDRX,Biodexa Pharmaceuticals,Biotechnology,982472
BDSX,Biodesix,Diagnostics & Research,90226590
BDTX,Black Diamond Therapeutics,Biotechnology,69141782
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,71537700215
BE,Bloom Energy,Electrical Equipment & Parts,2907047530
BEAM,Beam Therapeutics,Biotechnology,2632552588
BEAT,HeartBeam,Health Information Services,56982638
BECN,Beacon Roofing Supply,Building Products & Equipment,4134083740
BEDU,Bright Scholar Education Holdings,Education & Training Services,51129064
BEEM,Beam Global,Solar,124387912
BEKE,KE Holdings,Real Estate Services,18671718474
BELFA,Bel Fuse,Electronic Components,571880880
BELFB,Bel Fuse,Electronic Components,583303924
BEN,Franklin Resources,Asset Management,12266135066
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,14146450101
BEPC,Brookfield Renewable,Utilities - Renewable,6014201760
BERY,Berry Global Group,Packaging & Containers,6926712000
BEST,BEST Inc.,Trucking,59081400
BF.A,Brown-Forman,Beverages - Wineries & Distilleries,30714924999
BF.B,Brown-Forman,Beverages - Wineries & Distilleries,30642247745
BFAC,Battery Future Acquisition,Shell Companies,544410042
BFAM,Bright Horizons Family Solutions,Personal Services,5029574400
BFC,Bank First,Banks - Regional,719140424
BFH,Bread Financial Holdings,Credit Services,1505547724
BFI,BurgerFi International,Restaurants,33114109
BFIN,BankFinancial,Banks - Regional,93300900
BFLY,Butterfly Network,Medical Devices,391547520
BFRG,Bullfrog AI Holdings,Health Information Services,21332413
BFRI,Biofrontera,Drug Manufacturers - Specialty & Generic,13883480
BFS,Saul Centers,REIT - Retail,1137912243
BFST,Business First Bancshares,Banks - Regional,373462625
BG,Bunge,Farm Products,13621408200
BGCP,BGC Partners,Capital Markets,1816425472
BGFV,Big 5 Sporting Goods,Specialty Retail,171539572
BGI,Birks Group,Luxury Goods,183938410
BGNE,BeiGene,Biotechnology,24316469200
BGRY,Berkshire Grey,Specialty Industrial Machinery,331833600
BGS,B&G Foods,Packaged Foods,945240629
BGSF,"BGSF, Inc.",Staffing & Employment Services,97836304
BGXX,Bright Green,Drug Manufacturers - Specialty & Generic,173639092
BH,Biglari Holdings,Restaurants,591568973
BH.A,Biglari Holdings,Restaurants,591544489
BHAC,Crixus BH3 Acquisition Company,Shell Companies,110531902
BHAT,Fujian Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,10173761
BHB,Bar Harbor Bankshares,Banks - Regional,364506452
BHC,Bausch Health Companies,Drug Manufacturers - Specialty & Generic,3018909200
BHE,Benchmark Electronics,Electronic Components,794036670
BHF,Brighthouse Financial,Insurance - Life,2750763524
BHG,Bright Health Group,Healthcare Plans,132636438
BHIL,Benson Hill,Agricultural Inputs,344395233
BHLB,Berkshire Hills Bancorp,Banks - Regional,907682600
BHM,Bluerock Homes Trust,,68800079
BHP,BHP Group,Other Industrial Metals & Mining,206557639163
BHR,Braemar Hotels & Resorts,REIT - Hotel & Motel,345086804
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,322769984
BHVN,Biohaven Pharmaceutical Holding Company,Biotechnology,961972500
BIAF,bioAffinity Technologies,Diagnostics & Research,15608509
BIDU,Baidu,Internet Content & Information,43447914166
BIG,Big Lots,Discount Stores,228746156
BIGC,BigCommerce Holdings,Software - Application,531540074
BIIB,Biogen,Drug Manufacturers - General,44650012160
BILI,Bilibili,Electronic Gaming & Multimedia,13203953818
BILL,Bill.com Holdings,Software - Application,10070498760
BIMI,BIMI International Medical,Pharmaceutical Retailers,3805989
BIO,Bio-Rad Laboratories,Medical Devices,11260596190
BIOC,Biocept,Diagnostics & Research,3942825
BIOL,BIOLASE,Medical Devices,4624827
BIOR,Biora Therapeutics,Biotechnology,43878670
BIOS,BioPlus Acquisition,Shell Companies,308048089
BIOX,Bioceres Crop Solutions,Agricultural Inputs,724484904
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,17001525013
BIPC,Brookfield Infrastructure,Utilities - Regulated Gas,5182265900
BIRD,Allbirds,Apparel Retail,176060451
BITE,Bite Acquisition,Shell Companies,93299256
BITF,Bitfarms,Capital Markets,269375041
BIVI,BioVie,Biotechnology,252854205
BJ,BJ's Wholesale Club Holdings,Discount Stores,9424630440
BJDX,Bluejay Diagnostics,Medical Devices,5616023
BJRI,BJ's Restaurants,Restaurants,761306238
BK,The Bank of New York Mellon Corporation,Asset Management,32267689914
BKCC,BlackRock Capital Investment,Asset Management,236221548
BKD,Brookdale Senior Living,Medical Care Facilities,692627520
BKE,The Buckle,Apparel Retail,1629230698
BKH,Black Hills,Utilities - Diversified,4202913000
BKI,Black Knight,Software - Application,8719603465
BKKT,Bakkt Holdings,Software - Infrastructure,124260307
BKNG,Booking Holdings,Travel Services,102131283262
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,28518181200
BKSC,Bank of South Carolina,Banks - Regional,76504720
BKSY,BlackSky Technology,Scientific & Technical Instruments,179739560
BKTI,BK Technologies,Communication Equipment,44501288
BKU,BankUnited,Banks - Regional,1383962760
BKYI,BIO-key International,Security & Protection Services,7202939
BL,BlackLine,Software - Application,3241546561
BLAC,Bellevue Life Sciences Acquisition,Shell Companies,15270000
BLBD,Blue Bird,Auto Manufacturers,866468305
BLBX,Blackboxstocks,Software - Application,11104639
BLCM,Bellicum Pharmaceuticals,Biotechnology,7495430
BLCO,Bausch + Lomb,Medical Instruments & Supplies,6812517789
BLD,TopBuild,Engineering & Construction,6689895003
BLDE,Blade Air Mobility,Airports & Air Services,233406890
BLDP,Ballard Power Systems,Specialty Industrial Machinery,1302266565
BLDR,Builders FirstSource,Building Products & Equipment,15390720000
BLEU,bleuacacia ltd,Shell Companies,362250011
BLFS,BioLife Solutions,Medical Instruments & Supplies,929964820
BLFY,Blue Foundry Bancorp,Banks - Regional,246743355
BLIN,Bridgeline Digital,Software - Infrastructure,9947766
BLK,BlackRock,Asset Management,99846997434
BLKB,Blackbaud,Software - Application,3871643688
BLMN,Bloomin' Brands,Restaurants,2294081064
BLND,Blend Labs,Software - Application,226561972
BLNG,Belong Acquisition,Shell Companies,85947213
BLNK,Blink Charging Co.,Engineering & Construction,431249910
BLPH,Bellerophon Therapeutics,Biotechnology,82762416
BLRX,BioLineRx,Biotechnology,89834676
BLTE,Belite Bio,Biotechnology,580817899
BLU,BELLUS Health,Biotechnology,1828441580
BLUA,BlueRiver Acquisition,Shell Companies,281397942
BLUE,bluebird bio,Biotechnology,397980880
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,717774096
BLZE,Backblaze,Software - Infrastructure,148780000
BMA,Banco Macro,Banks - Regional,2237092556
BMAC,Black Mountain Acquisition,Shell Companies,361904990
BMBL,Bumble,Software - Application,5272518053
BMEA,Biomea Fusion,Biotechnology,1122214870
BMI,Badger Meter,Scientific & Technical Instruments,4173548076
BMO,Bank of Montreal,Banks - Diversified,61735654956
BMR,Beamr Imaging,Software - Application,26023458
BMRA,Biomerica,Medical Devices,26578128
BMRC,Bank of Marin Bancorp,Banks - Regional,265093395
BMRN,BioMarin Pharmaceutical,Biotechnology,17249721165
BMTX,BM Technologies,Software - Application,34866879
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,138319967160
BN,Brookfield,Asset Management,50514597386
BNED,Barnes & Noble Education,Specialty Retail,74172063
BNGO,Bionano Genomics,Diagnostics & Research,204843694
BNIX,Bannix Acquisition,Shell Companies,57203997
BNL,Broadstone Net Lease,REIT - Diversified,3136828978
BNMV,BitNile Metaverse,Oil & Gas Integrated,4025344
BNOX,Bionomics,Biotechnology,19604351
BNR,Burning Rock Biotech,Diagnostics & Research,277222500
BNRE,Brookfield Reinsurance,Insurance - Reinsurance,1650143834
BNRG,Brenmiller Energy,Utilities - Renewable,16395301
BNS,The Bank of Nova Scotia,Banks - Diversified,58706097600
BNSO,Bonso Electronics International,Scientific & Technical Instruments,13964421
BNTC,Benitec Biopharma,Biotechnology,5755733
BNTX,BioNTech SE,Biotechnology,25663025100
BOAC,Bluescape Opportunities Acquisition,Shell Companies,226320748
BOC,Boston Omaha,Advertising Agencies,665857371
BOCN,Blue Ocean Acquisition,Shell Companies,249282216
BODY,The Beachbody Company,Internet Content & Information,144793885
BOH,Bank of Hawaii,Banks - Regional,1496745975
BOKF,BOK Financial,Banks - Regional,5293431584
BOLT,Bolt Biotherapeutics,Biotechnology,72979090
BON,Bon Natural Life,Packaged Foods,7794538
BOOM,DMC Global,Oil & Gas Equipment & Services,340505682
BOOT,Boot Barn Holdings,Apparel Retail,1931124027
BORR,Borr Drilling,Oil & Gas Drilling,1664451960
BOSC,B.O.S. Better Online Solutions,Communication Equipment,14653477
BOTJ,Bank of the James Financial Group,Banks - Regional,42730874
BOWL,Bowlero,Entertainment,1961267397
BOX,"Box, Inc.",Software - Infrastructure,3969720290
BOXL,Boxlight,Communication Equipment,22820727
BP,BP p.l.c.,Oil & Gas Integrated,105632396582
BPAC,Bullpen Parlay Acquisition Company,Shell Companies,300437490
BPMC,Blueprint Medicines,Biotechnology,3309980002
BPOP,Popular,Banks - Regional,4171618604
